Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,
Data,7,record,timestamp,"1034751533",s,position_lat,"522273864",semicircles,position_long,"134897125",semicircles,distance,"0.36",m,speed,"0.0",m/s,cadence,"87",rpm,enhanced_speed,"0.0",m/s,
Data,7,record,timestamp,"1034751537",s,position_lat,"522272037",semicircles,position_long,"134896832",semicircles,distance,"17.46",m,speed,"4.785",m/s,cadence,"0",rpm,enhanced_speed,"4.785",m/s,
Data,7,record,timestamp,"1034751541",s,position_lat,"522269730",semicircles,position_long,"134897144",semicircles,distance,"39.09",m,speed,"5.362",m/s,cadence,"88",rpm,enhanced_speed,"5.362",m/s,
Data,7,record,timestamp,"1034751543",s,position_lat,"522268684",semicircles,position_long,"134897435",semicircles,distance,"49.02",m,speed,"4.845",m/s,cadence,"100",rpm,enhanced_speed,"4.845",m/s,
Data,7,record,timestamp,"1034751546",s,position_lat,"522267289",semicircles,position_long,"134898097",semicircles,distance,"62.77",m,speed,"4.581",m/s,cadence,"100",rpm,enhanced_speed,"4.581",m/s,
Data,7,record,timestamp,"1034751548",s,position_lat,"522266461",semicircles,position_long,"134898715",semicircles,distance,"71.53",m,speed,"4.473",m/s,cadence,"97",rpm,enhanced_speed,"4.473",m/s,
Data,7,record,timestamp,"1034751553",s,position_lat,"522264926",semicircles,position_long,"134900815",semicircles,distance,"92.12",m,speed,"4.263",m/s,cadence,"94",rpm,enhanced_speed,"4.263",m/s,
Data,7,record,timestamp,"1034751559",s,position_lat,"522263818",semicircles,position_long,"134903859",semicircles,distance,"115.17",m,speed,"3.951",m/s,cadence,"91",rpm,enhanced_speed,"3.951",m/s,
Data,7,record,timestamp,"1034751565",s,position_lat,"522262591",semicircles,position_long,"134906642",semicircles,distance,"137.14",m,speed,"3.783",m/s,cadence,"92",rpm,enhanced_speed,"3.783",m/s,
Data,7,record,timestamp,"1034751571",s,position_lat,"522261247",semicircles,position_long,"134909515",semicircles,distance,"160.22",m,speed,"3.836",m/s,cadence,"94",rpm,enhanced_speed,"3.836",m/s,
Data,7,record,timestamp,"1034751577",s,position_lat,"522259797",semicircles,position_long,"134912350",semicircles,distance,"183.63",m,speed,"3.844",m/s,cadence,"94",rpm,enhanced_speed,"3.844",m/s,
Data,7,record,timestamp,"1034751583",s,position_lat,"522258451",semicircles,position_long,"134915097",semicircles,distance,"206.08",m,speed,"3.832",m/s,cadence,"92",rpm,enhanced_speed,"3.832",m/s,
Data,7,record,timestamp,"1034751588",s,position_lat,"522258290",semicircles,position_long,"134917990",semicircles,distance,"226.3",m,speed,"3.853",m/s,cadence,"94",rpm,enhanced_speed,"3.853",m/s,
